Word	EnglishTranslation	Pronoun (raw)	Pronoun
infragi	oppression, subjugation; oppress, subdue, put below, lower	to	to
infragiyen	oppressor	te	te
infraidi	descent; descend, go down		to
infrajeti	throw down		to
infratermo	hypothermia	to	to
infratui	shank	to	to
infraxanse	disadvantage		to
infraya	belowness, inferiority; be below	to	to
ingi	entrance; enter, put in, insert	to	to
ingida	introduction; introduce	to	to
inhare	content; contain		to
inhareabilya	capacity	to	to
inhatari	endangerment; put in danger, endanger		to
inidi	entry; enter, access, go in		to
inididom	entrance	to	to
inizin	admission, admittance, access; let in, allow in, admit		to
injeksi	injection, shot, jab; inject	to	to
injeneri	engineering; engineer	to	to
injeneriya	engineering	to	to
injeneriyen	engineer 	te	te
injir	fig	te, to	to, te
inkilabu	revolution; revolutionize, overturn		to
inkilabuyen	revolutionary	te	te
inkludi	inclusion; include, involve, entail		to
inkopi	copy in, download	to	to
inku	ink	to	to
inlabas	; clothe		to
inlide	induction; induce	to	to
inmemori	memorization; memorize		to
innafasu	inhalation; inhale		to
inoko	introspection, insight; look in, look into	to	to
inpesa	income, revenue	to	to
inplasi	input, deposit; put in, put inside, deposit, introduce		to
inplasidom	depository, depositary	to	to
inporta	import		to
inpresen	attendance; attend		to
insan	human (being), people		te
insanduku	box (_put into box_)	to	to
insanlari	humanity		
insanlogi	anthropology	to	to
insanlogiyen	anthropologist	te	te
insulin	insulin	to	to
interes	interest, be interested (in), have an interest (in)	to	to
interesyen	interested person	te	te
interviu	interview; interview		to
interviuyen	interviewer	te	te
intihal	plagiarism; plagiarize		to
intikam	revenge, vengeance; take revenge (on)	to	to
intizar	wait; await, wait (for)		to
intreaksyon	interaction; interact		to
intrediskusi	dialogue, dialog	to	to
intrelala	interlude		to
intreloga 	interjection; interject		to
intrelogalexi	interjection	to	to
intrepala	conversation; converse		to
intreya	in-betweenness; be between	to	to
inturan	burial; bury	to	to
inturandom	burial grounds	to	to
intyazu	privilege		to
invasi	invasion; invade		to
invasiyen	invader	te	te
invita	invitation; invite		to
inxo	impression; impress, feel impressed		to
inya	inside; be in, be inside, be inside of	to	to
inyo	quote, quotation, citation; quote, cite	to	to
inyosimbolo	quotation mark		to
ipe	letter p		to
Iraki	Iraq	to	to
Irakiyen	Iraqi	te	te
Iran	Iran	to	to
Iranyen	Iranian	te	te
ire	letter r		to
iridyum	iridium, Ir	to	to
Iris	Iris (_mythology_)	te	te
irisplanta	iris (plant)	te	te
Irminger	Irminger	te	te
ironi	irony	to	to
irsal	sending; send		to
irsalyen	sender	te	te
Isak	Isaac	te	te
ise	letter s		to
ishal	diarrhea; have diarrhea, suffer from diarrhea	to	to
Islamiya	Islam	to	to
Islamiyen	Muslim	te	te
Islandi	Iceland	to	to
Islandisa	Icelandic (language)	to	to
Islandiyen	Icelander	te	te
Ismael	Ishmael	te	te
Israel	Israel	to	to
istala	installation; install	to	to
istismar	exploitation; exploit, take advantage (of)		to
istruksi	instructions; give instructions, instruct		to
istyare	metaphor, trope, figure of speech	to	to
isula	island	to	to
Isula Kuki	Cook Islands		
isulalari	archipelago	to	to
Itali	Italy	to	to
Italisa	Italian (language)	to	to
Italiyen	Italian	te	te
ite	letter t		to
iteham	accusation, charge; accuse, charge		to
iterbyum	ytterbium, Yb	to	to
itis	inflammation; inflame, be or feel inflamed	to	to
itru	perfume; perfume		to
itryum	yttrium, Y	to	to
ituka	brick	to	to
Ityopi	Ethiopia	to	to
Ityopiyen	Ethiopian	te	te
ive	letter v		to
Ivrisa	Hebrew (language)	to	to
Ivriyen	Hebrew (people)	te	te
iwe	letter w		to
ixara	sign, signal, indication; signal, indicate, point (to), sign (_language_)		to
ixarabasa	sign language	to	to
ixe	letter x		to
ixgalu	occupation; occupy		to
ixgaluyen	occupant	te	te
ixi	consciousness, awareness; make aware, make conscious; be aware, be conscious		to
ixikalcu	fainting; faint, black out	to	to
ixu	adult, man, woman		te
ixucu	coming of age; come of age, become an adult	to	to
iya	letter i		to
iye	letter y		to
ize	letter z		to
izin	permission; allow, let, permit		to
izindoku	permit, license	to	to
jabal	mountain		to
jaballari	mountain range		to
jabare	jaw	to	to
jaci	value, worth; be worth, have value		to
jacigi	appreciation, validation; value, appreciate, validate	to	to
jacipulxey	valuables	to	to
jadala	braid, plait; braid, plait, weave, knit		to
jadin	assumption, supposition; assume, suppose		to
jagecu	awakening; awaken, wake up	to	to
jagegi	; awaken, wake, wake up	to	to
jageya	wakefulness	to	to
jagwar	jaguar, _Panthera onca_	te	te
jahanom	hell		to
jaka	jackfruit, _Artocarpus heterophyllus_	te, to	to, te
jaketa	jacket	to	to
jaku	knave, jack (_playing cards_)		to
jaledin	yesterday	to	to
jalenoce	last night, yesterday night	to	to
jaloya	yellowness, color yellow	to	to
jaluka	leech, _Hirudinea_	te	te
jamecu	; freeze (_become frozen_)	to	to
jamegi	; freeze	to	to
jamegitora	freezer	to	to
Jameyka	Jamaica	to	to
jameyogurtu	frozen yogurt	to	to
janatu	heaven		to
jandangi	; simplify	to	to
jandanya	simplicity	to	to
janela	window		to
jange	war		to
jangemon	battle		to
jangetim	military, armed forces		
jangeyen	warrior	te	te
janin	fetus, embryo		te
janu	knee; be kneeling	to	to
jao	wren, _Troglodytidae_	te	te
jara	neighbor		te
jaradom	neighborhood	to	to
jarden	garden	to	to
jardenya	gardening	to	to
jaribi	experiment, trial; experiment, test, sample, try (on), try (out)		to
jaror	drawer	to	to
jaru	broom; sweep	to	to
jasumin	jasmine, _Jasminum_	te	te
jasusi	espionage; spy (on)	to	to
jasusiyen	spy	te	te
javel	bleach; bleach		to
jawabu	answer, reply, response; answer, reply, respond		to
jawgu	care; care (for), take care (of)		to
jawgudom	daycare, daycare center, daycare facility	to	to
jawguyen	caregiver, caretaker	te	te
jawheri	jewel, gem		to
jawheridukan	jewelry store, jewellery store, jewelry shop, jewellery shop	to	to
jawherilari	jewelry, jewellery		to
jaxadin	tomorrow	to	to
jaxne	celebration, observance; celebrate, observe		to
jaxnedin	holiday	to	to
jayeza	prize, award, reward; award, reward		to
jaymu	debt; owe	to	to
Jazair	Algeria	to	to
Jazairyen	Algerian	te	te
jazu	jazz	to	to
jebu	pocket	to	to
jebulampu	flashlight, torch, pocket lamp	to	to
jedwal	schedule; schedule		to
jegami	straw		to
jeksi	injection, drawing; inject, draw	to	to
jeksitul	syringe	to	to
jelatin	gelatine	to	to
jencatu	reconnaissance, recon, scouting; reconnoiter, reconnoitre, scout		to
jenfuku	conquest; conquer		to
jenfukuyen	conqueror, conquistador	te	te
jeni	suggestion, proposal, proposition; suggest, propose		to
jenmin	proof; prove		to
jenminmon	evidence		to
jensi	gender, sex		to
jento	battle, combat; fight, combat		to
jentodalu	(combat) shield	to	to
jentotul	weapon, arms; weaponize, arm	to	to
jentoyen	fighter	te	te
jeruhi	surgery, operation; operate (on)	to	to
jeruhikamer	operating room, operating theater	to	to
jeruhiyen	surgeon	te	te
jestu	gesture; gesticulate		to
jeti	throw; throw		to
Jibuti	Djibouti	to	to
jidiya	seriousness, earnestness	to	to
jigam	intuition, (gut) feeling, hunch; intuit, intuitively know, feel		to
jijon	hit; hit (_target, etc._)		to
jileko	waistcoat, vest, gilet	to	to
jinam	saddle		to
jine	gin, genever, jenever	to	to
jingen	proverb, adage, byword, aphorism, saying		to
jingo	warning; warn, caution		to
jinjiya	straightness, directness	to	to
jinmaku	vein	to	to
jinsen	ginseng	te	te
jinsu	(pair of) jeans	to	to
jipu	jeep	to	to
jirafa	giraffe, _Giraffa_	te	te
jirin	jingle, clink, tinkle; jingle, clink, tinkle	to	to
jismu	body		to
jismukanu	torso		to
jismulogi	anatomy	to	to
jivaki	mercury (_element_), Hg	to	to
jiwa	life; live		to
jiwagrafi	biography	to	to
jiwajotay	standard of life, standard of living		to
jixi	knowledge; know, know how (to)		to
jixigi	notification, notice; let know, notify	to	to
jixilogi	epistemology	to	to
jixipel	make wonder	to	to
jixivole	curiosity; wonder		to
jogay	handicap, disability, impediment, impairment, disorder	to	to
jogule	juggling; juggle		to
joguleyen	juggler	te	te
jojiha	hedgehog, _Erinaceinae_	te	te
jojiki	tissue (_biology_), histo-		to
joker	joker (card)		to
jongere	cicada, _Cicadoidea_	te	te
jongu	species		to
jotay	condition, state		to
jovari	sorghum	to	to
jowey	surroundings, environment, vicinity		to
joxu	enthusiasm, excitement, zeal; enthuse, excite, feel enthused, feel excited	to	to
jozi	nut (_food_)	to	to
jubin	cheese	to	to
jubinhamburger	cheeseburger	to	to
judan	bullet	to	to
jugu	jug, pitcher	to	to
juhudi	effort; put forth effort (to, towards)		to
jui	attention; pay attention (to), acknowledge		to
juigi	; point out	to	to
juimoni	; examine, inspect		to
juioko	; observe, look, watch	to	to
juiore	; listen (_attentively_)	to	to
juitim	audience, spectators		
juitimdom	auditorium	to	to
jujwe	chewing, mastication; chew		to
jujwegomi	chewing gum	to	to
jul	joule, J	to	to
julacu	; separate (_get separated_)	to	to
julagi	separation; separate	to	to
jularesta	; avoid (_stay apart from_)		to
julaya	separation	to	to
jumbicu	; get ready, prepare 	to	to
jumbigi	preparation; ready, prepare	to	to
jumbiya	readiness, preparedness	to	to
jumhuri	republic		
jumle	sentence (_language_)		to
jumlemon	phrase		to
jumun	spell, incantation; bewitch, cast a spell (on)		to
jumunya	sorcery, witchcraft, wizardry	to	to
jumunyen	sorcerer, witch, wizard	te	te
jundwan	interruption, disruption; interrupt, disrupt		to
jungla	jungle	to	to
jungwi	lieutenant	te	te
junibabur	(tiger) cub	te	te
junibaru	(bear) cub	te	te
junibozi	kid, young goat	te	te
junibwaw	puppy	te	te
junidrevo	sapling	te	te
junihaul	pup	te	te
junihirxa	fawn	te	te
junihuhu	owlet, owling	te	te
junikargux	bunny	te	te
junikrabe	crablet	te	te
junikroa	tadpole, pollywog	te	te
junimeme	lamb	te	te
junimememaso	lamb (_meat_)	to	to
junimumu	calf	te	te
junimyaw	kitten	te	te
juninini	infant, toddler		te
junipiu	hatchling	te	te
junisinga	(lion) cub	te	te
juniswini	piglet	te	te
juniuma	foal	te	te
juniyen	young man, young woman, gal, guy, dude, bloke, teen to early 20s	te	te
junluku	gravity; gravitate	to	to
jurisdiksi	jurisdiction		to
juruha	wound, injury; wound, injure, get wounded, get injured	to	to
jusu	juice	to	to
juyuen	rescue, salvation; rescue, save		to
juyuenyen	savior, rescuer	te	te
juzam	leprosy	to	to
jwan	turn; turn		to
jyen	frying; fry	to	to
kabaca	squash, gourd, pumpkin, _Cucurbitaceae_	te, to	to, te
kabel 	cable		to
kabiji	cabbage	te, to	to, te
kabila	tribe		
kabju	partridge	te	te
kaburi	grave, tomb		to
kaburidom	cemetery, graveyard	to	to
kabutar	dove, pigeon, _Columbidae_	te	te
Kabuverdi	Cabo Verde	to	to
kacaku	smuggling, trafficking, contraband; smuggle, traffic	to	to
kacakuyen	smuggler, trafficker	te	te
kacupa	turtle, _Testudines_	te	te
kadam	step; (take a) step, take steps		to
kadiba	lie; lie, tell lies		to
kadibayen	liar	te	te
kadmyum	cadmium, Cd	to	to
kadro	frame (_picture, bike, building_), framework, cadre		to
kafare	atonement, redemption, expiation; atone, redeem, expiate		to
kafas	cage		to
kafe	coffee	to	to
kafedom	café, coffeehouse, coffee shop	to	to
kafeina	caffeine	to	to
kafetora	coffee machine, coffee maker	to	to
kafur	camphor	to	to
kafya	rhyme; rhyme	to	to
kahabu	prostitute	te	te
kahabuergo	prostitution; work as a prostitute, prostitute oneself		to
kahabugi	; prostitute (somebody)	to	to
kahabuya	prostitution	to	to
kahruba	amber 	to	to
Kain	Cain	te	te
kaka	poop, crap (_non-vulgar_); poop, crap		to
kakagi	; cause (somebody) to poop, make (somebody) poop	to	to
kakao	cocoa	to	to
kakapo	kakapo, _Strigops_	te	te
kaki	persimmon	te, to	to, te
kakoku	cuckoo (bird), _Cuculiformes_	te	te
kaku	vomit, puke, regurgitation; vomit, puke, regurgitate		to
kakugi	; cause to vomit, induce vomit	to	to
kakutus	cactus	te	te
kalaci	magpie	te	te
Kalali	Greenland		
kalamar	squid, _Decapodiformes_	te	te
kalamu	pen	to	to
kalapa	stirring, agitation, whisking, beating, whirling, twirling; stir, agitate, whisk, beat, whirl, twirl		to
kalapatul	whisk	to	to
kalcita	calcite		to
kalcu	become empty	to	to
kalcyum	calcium, Ca	to	to
Kaleb	Caleb	te	te
kalebu	mold (_cast_); mold		to
kalendar	calendar		to
kalgi	emptying; empty	to	to
kalibra	calibration; calibrate		to
kalifornyum	californium, Cf	to	to
kalkulus	calculus		to
kalori	calorie	to	to
Kalvin	Calvin	te	te
Kalvinismo	Calvinism	to	to
kalya	emptiness	to	to
kameleon	chameleon	te	te
kamer	room, chamber	to	to
Kamerun	Cameroon	to	to
Kamerunyen	Cameroonian	te	te
kamisa	shirt	to	to
kamomil	chamomile, camomile, _Asteraceae_	te	te
kampani	campaign, movement		to
kampaniismo	activism	to	to
kampaniista	activist	te	te
kampi	camping; camp		to
kampiatex	campfire	to	to
kampidom	camp	to	to
Kampuci	Cambodia	to	to
Kampucisa	Khmer, Cambodian (language)	to	to
Kampuciyen	Khmer, Cambodian 	te	te
kanabis	cannabis, marijuana	te, to	to, te
Kanada	Canada	to	to
Kanadayen	Canadian	te	te
kananhantaya	right-handedness	to	to
Kanari	Canary (Islands)	to	to
kanaripiu	canary	te	te
kanca	glass (_material_)	to	to
kancer	cancer	to	to
kancerente	carcinogen	to	to
kandela	candela, cd	to	to
kandidato	candidate		to, te
kanguru	kangaroo	te	te
kangyo	mining; mine		to
kangyodom	mine (_excavation_)	to	to
kanho	nursing; nurse	to	to
kanhoyen	nurse	te	te
kanmun	anus	to	to
kanoe	canoe	to	to
kanon	canon (_literature, religion_)	to	to
kantaka	thorn, barb, prickle	to	to
kantalupu	cantaloupe	te, to	to, te
kanu	stem, stalk, trunk (_tree_)		to
kanyon	canyon, gorge	to	to
kaos	chaos		to
kapa	cape, cloak	to	to
kapala	skull, cranium	to	to
kapi	head, top	to	to
kapibara	capybara, _Hydrochoerus_	te	te
kapiexfon	headphones	to	to
kapikusen	pillow		to
kapinoya	shake (one's) head (_no_)	to	to
kapisiya	nod	to	to
kapital	capital (_wealth_)		to
kapitalismo	capitalism	to	to
kapitalista	capitalist	te	te
kapo	cape (_geography_)	to	to
kapuco	hood	to	to
Kara	Kara		
karakal	caracal	te	te
karamel	caramel	to	to
karanfu	clove, _Syzygium aromaticum_	te, to	to, te
karaoke	karaoke	to	to
karar	decision; decide		to
karate	karate		to
karavan	caravan		to
karawi	caraway, _Carum carvi_	te	te
karayje	spiciness, pungency	to	to
karayya	spiciness	to	to
karbon	carbon, C	to	to
kardigan	cardigan	to	to
Kardigan	Cardigan	te	te
kardinal	cardinal (_catholic, bird_)	te	te
kardu	loan; loan, lend, borrow	to	to
karducudu	borrow		to
kardugibe	loan; lend		to
kardulexi	loan word	to	to
karduli basatayti	calque, loan translation		to
kareto	cart, wheelbarrow	to	to
karetra	character (_in a story_)		te
kargux	rabbit, hare, _Leporidae_	te	te
kargux ci	bunny		te
kari	purchase; buy, purchase, shop	to	to
Karibe	Caribbean		
karisma	charisma		to
kariyen	buyer	te	te
karkumbu	tit, chickadee, titmouse, _Paridae_	te	te
Karlo	Carl	te	te
karma	karma		to
Karmel	Carmel, Carmen	te	te
Karnataka	Karnataka (_state in India_)	to	to
Karnatakasa	Kannada (language)	to	to
Karnatakayen	Kannadiga, Kannadati (person)	te	te
karneval	carnival	to	to
karnexon	carnation, clove pink, _Dianthus caryophyllus_	te	te
karoca	roach, cockroach, _Blattodea_	te	te
karote	carrot	te, to	to, te
karpe	carp	te	te
Karpentari	Carpentaria		
karta	card	to	to
karta aya	ace (card)		to
kartel	cartel		
karton	cardboard, carton	to	to
karusel	merry-go-round, carousel, roundabout		to
kasava	cassava, manioc, yuca, _Manihot esculenta_	te, to	to, te
kasete	cassette		to
kasino	casino	to	to
kasiru	break; break		to
kaso	case		to
Kaspi	Caspian		
kasta	caste		
kastani	chestnut	to	to
kastilo	castle	to	to
kaswari	cassowary, _Casuarius_	te	te
kata	cut; cut		to
katalisi	catalysis; catalyze, catalyse		to
katalu	katal	to	to
Katar	Qatar	to	to
katarata	cataracts	to	to
Kataryen	Qatari (person)	te	te
katatul	knife	to	to
Katerin	Catherine, Katherine, Kathleen	te	te
katinagi	hinderance; make difficult, hinder	to	to
katinaxey	difficulty, difficulties, trouble	to	to
katinaya	difficulty	to	to
katru	drop; drip		to
kawaywao	endearment; endear, feel endeared	to	to
kawayya	cuteness	to	to
kawcu	rubber	to	to
Kawkasi	Caucasus, Caucasia		
kawri	cowrie, cowry, _Cypraeidae_	te	te
kaxa	case, container	to	to
Kaxmir	Kashmir (_region in the Indian subcontinent_)	to	to
Kaxmirsa	Kashmiri (language), Koshur	to	to
Kaxmiryen	Kashmiri (person)	te	te
kaxoke	spoon	to	to
kaxu	cashew	to	to
kayaki	kayak; kayak	to	to
kaydan	stairs, stairway, staircase		to
kayena	cayenne (pepper)	to	to
Kayman	Cayman (Islands)		
kayvutu	monster		te
Kazaki	Kazakhstan	to	to
Kazakisa	Kazakh (language)	to	to
Kazakiyen	Kazakh (person)	te	te
kebabu	kebab, kabob	to	to
kecapu	ketchup, catsup	to	to
kef	boss, chief, head, master	te	te
kefuku	admiration; admire	to	to
kefukuyen	admirer	te	te
keji	pheasant	te	te
keke	cake	to	to
kelne	tick (_arachnid_), _Ixodida_	te	te
Keltiko	Celtic Sea		
kelvin	kelvin, K	to	to
kemer	waist	to	to
Kemeti	Ancient Egypt, Kemet		to
kendi	candy, sweet	to	to
kentan	exploration; explore		to
kentanyen	explorer	te	te
kentawro	centaur		te
Kenya	Kenya	to	to
Kerala	Kerala (_state in India_)	to	to
Keralasa	Malayalam (language)	to	to
Keralayen	Malayali, Malayalee, Keralite (person)	te	te
keran	faucet, tap, spigot	to	to
kerati	carat, karat, ct	to	to
kergedan	rhinoceros, rhino	te	te
kermes	kermes (_insect_)	te	te
kerosin	kerosene		to
kesadiya	quesadilla	to	to
ketani	flax	te	te
ketanibija	flaxseed		to
ketif	shoulder	to	to
kexru	shell (of a nut), crust, bark, peel, rind, hull, husk, cortex		to
kibiriti	match (_fire_)	to	to
kido	prayer; pray		to
kigan	trachea, windpipe	to	to
kihoy	opportunity, chance, occasion		to
kijawiya	greeness, color green	to	to
kikil	file (_tool_); file, rasp	to	to
kila	keel		
kilogon	chiliagon, 1000-gon	to	to
kilogramo	kilogram	to	to
kilometroje	mileage (_measure in kilometers_)	to	to
kilonyan	millennium	to	to
kima	price, fee, cost, rate; cost		to
kimamingi	discount	to	to
kimci	kimchi	to	to
kimika	chemistry		to
kimikaxey	chemical	to	to
kingem	experience; experience		to
kinmyetu	contempt, disdain, despisal, scorn; disdain, despise, scorn, look down on, hold in contempt, contemn	to	to
kinoa	quinoa	te	te
Kinsasakongo	Democratic Republic of the Congo	to	to
kipa	heap, pile		to
Kipros	Cyprus	to	to
Kiprosyen	Cypriot (person)	te	te
kiray	rent; rent	to	to
kiraycudu	; rent (_pay_)		to
kiraygibe	; rent (out)		to
Kirgizi	Kyrgyzstan	to	to
Kirgizisa	Kyrgyz (language)	to	to
Kirgiziyen	Kyrgyz (person)	te	te
Kiribati	Kiribati	to	to
Kiribatisa	Gilbertese (language)	to	to
